left_path,right_path,left_class,right_class,distance,cross_label
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-47.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-16.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 002352.png,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_206_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-56.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_acne-pustular-54.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_103_eczema-fingertips-88.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-81.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1114_eczema-asteatotic-33.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-nummular-198.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-88.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 004115.png,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_126_eczema-subacute-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_47_eczema-fingertips-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_596_eczema-nummular-153.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_87_aug_126_eczema-subacute-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_967_eczema-trunk-generalized-25.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-166.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1151_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-118.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1164_lichen-simplex-chronicus-105.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1164_lichen-simplex-chronicus-105.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1164_lichen-simplex-chronicus-105.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_91_eczema-subacute-70.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-88.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 002352.png,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_126_eczema-subacute-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_25_aug_245_eczema-nummular-190.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_26_aug_245_eczema-nummular-190.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_596_eczema-nummular-153.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_87_aug_126_eczema-subacute-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_967_eczema-trunk-generalized-25.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-166.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-118.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-127.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_117_acne-open-comedo-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-128.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-35.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-49.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-56.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-3.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-52.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_139_acne-cystic-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_156_pigmentation_0_411.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_238_pigmentation_0_411.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_286_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_47_eczema-fingertips-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_65_eczema-nummular-158.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_942_eczema-nummular-93.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_pigmentation_0_411.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-19.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-9.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-beard-4.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-primary-lesion-64.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-scalp-45.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_1211_eczema-nummular-129.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-128.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-49.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-pustular-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_113_acne-pustular-53.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_139_acne-cystic-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_286_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_127_acne-pustular-50.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_65_eczema-nummular-158.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_942_eczema-nummular-93.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-192.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-beard-4.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_140_acne-closed-comedo-0031 - Copy.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-185.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_141_176__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-47.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_175__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-144.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_129_eczema-nummular-180.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_147_eczema-asteatotic-47.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_181_eczema-fingertips-90.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_227_acne-cystic-144.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_235_eczema-subacute-12.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_8_eczema-subacute-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-129.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-148.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-165.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-22.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-156.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_149_eczema-chronic-19.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-face-2.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-49.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-54.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_810_eczema-subacute-54.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-incognito-30.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_155_acne-pustular-13.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-157.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_Screenshot 2025-11-17 002352.png,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_206_aug_11_acne-cystic-33.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_15_acne-pustular-52.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_72_aug_1219_eczema-subacute-103.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_172_lichen-simplex-chronicus-12.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-35.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_172_lichen-simplex-chronicus-12.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_137_eczema-asteatotic-31.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_172_lichen-simplex-chronicus-12.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_172_lichen-simplex-chronicus-169.jpg,P:\SkinDiseaseDetection ML\Severe\levle2_108.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-asteatotic-37.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-subacute-3.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_155_195__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_eczema-nummular-192.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-133.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-body-200.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-scalp-45.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-115.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_17_aug_143_eczema-subacute-93.jpg,P:\SkinDiseaseDetection ML\Severe\tinea-versicolor-185.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\eczema-fingertips-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_acne-cystic-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_129_eczema-nummular-180.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_132_acne-cystic-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_39_aug_108_eczema-asteatotic-31.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_182_acne-pustular-38.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-131.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_193_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_48_eczema-subacute-54.jpeg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_193_eczema-asteatotic-50.jpg,P:\SkinDiseaseDetection ML\Severe\stasis-dermatitis-8.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_198_eczema-subacute-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_139_acne-cystic-104.jpg,Moderate,Severe,3,True
P:\SkinDiseaseDetection ML\Moderate\mendeley_aug_198_eczema-subacute-38.jpg,P:\SkinDiseaseDetection ML\Severe\mendeley_aug_913_eczema-foot-29.jpg,Moderate,Severe,3,True
